Ah,SOC,V,A,Wh,time
183.6536,34.95%,3.222345,-140.0816,-597.8223,4720
184.0427,34.82%,3.222078,-140.0629,-599.076,4730
184.4318,34.68%,3.221801,-140.0854,-600.3297,4740
184.8208,34.54%,3.221498,-140.0845,-601.5832,4750
185.2099,34.40%,3.2212,-140.0841,-602.8365,4760
185.599,34.26%,3.220916,-140.0742,-604.0898,4770
185.9881,34.13%,3.220592,-140.0809,-605.343,4780
186.3772,33.99%,3.220258,-140.0746,-606.5961,4790
186.7663,33.85%,3.219955,-140.0804,-607.849,4800
187.1554,33.71%,3.219605,-140.073,-609.1018,4810
187.5445,33.57%,3.2193,-140.0676,-610.3545,4820
187.9336,33.44%,3.21894,-140.0687,-611.6071,4830
188.3227,33.30%,3.218603,-140.0744,-612.8594,4840
188.7118,33.16%,3.218249,-140.0623,-614.1118,4850
189.1009,33.02%,3.217899,-140.0715,-615.3639,4860
189.49,32.89%,3.217524,-140.0831,-616.6159,4870
189.8791,32.75%,3.217161,-140.0623,-617.8677,4880
190.2682,32.61%,3.216785,-140.0786,-619.1194,4890
190.6573,32.47%,3.216388,-140.0854,-620.371,4900
191.0464,32.33%,3.216028,-140.0749,-621.6224,4910
191.4355,32.20%,3.21563,-140.0809,-622.8737,4920
191.8246,32.06%,3.215242,-140.0692,-624.1248,4930
192.2137,31.92%,3.214841,-140.0763,-625.3758,4940
192.6028,31.78%,3.214456,-140.0671,-626.6266,4950
192.9919,31.65%,3.214058,-140.0861,-627.8773,4960
193.381,31.51%,3.213683,-140.0655,-629.1277,4970
193.7701,31.37%,3.213237,-140.0678,-630.3781,4980
194.1592,31.23%,3.212826,-140.0643,-631.6283,4990
194.5483,31.09%,3.212406,-140.0715,-632.8783,5000
194.9374,30.96%,3.211993,-140.0673,-634.1282,5010
195.3265,30.82%,3.211569,-140.0678,-635.3779,5020
195.7155,30.68%,3.21114,-140.0802,-636.6274,5030
196.1046,30.54%,3.210723,-140.0676,-637.8768,5040
196.4937,30.41%,3.210309,-140.0662,-639.126,5050
196.8828,30.27%,3.20988,-140.0836,-640.375,5060
197.2719,30.13%,3.209463,-140.0834,-641.6239,5070
197.661,29.99%,3.209023,-140.0774,-642.8726,5080
198.0501,29.85%,3.208594,-140.0831,-644.1211,5090
198.4392,29.72%,3.208187,-140.0728,-645.3695,5100
198.8283,29.58%,3.207747,-140.0751,-646.6177,5110
199.2174,29.44%,3.207311,-140.0692,-647.8657,5120
199.6065,29.30%,3.206872,-140.0815,-649.1136,5130
199.9956,29.16%,3.206414,-140.0634,-650.3613,5140
200.3847,29.03%,3.205984,-140.0666,-651.6088,5150
200.7738,28.89%,3.205545,-140.0806,-652.8561,5160
201.1629,28.75%,3.205103,-140.0712,-654.1033,5170
201.552,28.61%,3.204648,-140.0662,-655.3503,5180
201.9411,28.48%,3.204215,-140.0781,-656.5972,5190
202.3302,28.34%,3.203792,-140.0841,-657.8438,5200
202.7193,28.20%,3.203327,-140.0783,-659.0903,5210
203.1084,28.06%,3.202885,-140.0843,-660.3366,5220
203.4975,27.92%,3.20243,-140.0829,-661.5828,5230
203.8866,27.79%,3.202,-140.0719,-662.8287,5240
204.2757,27.65%,3.201542,-140.0733,-664.0746,5250
204.6648,27.51%,3.20108,-140.0717,-665.3202,5260
205.0539,27.37%,3.200641,-140.0671,-666.5656,5270
205.443,27.24%,3.200202,-140.0749,-667.8109,5280
205.8321,27.10%,3.199747,-140.0788,-669.056,5290
206.2212,26.96%,3.199301,-140.074,-670.301,5300
206.6103,26.82%,3.198849,-140.0854,-671.5457,5310
206.9994,26.68%,3.198426,-140.0698,-672.7903,5320
207.3885,26.55%,3.197994,-140.0841,-674.0347,5330
207.7776,26.41%,3.197557,-140.0802,-675.2789,5340
208.1667,26.27%,3.197156,-140.079,-676.5231,5350
208.5557,26.13%,3.196746,-140.0708,-677.767,5360
208.9448,26.00%,3.196329,-140.0733,-679.0107,5370
209.3339,25.86%,3.195925,-140.0724,-680.2543,5380
209.723,25.72%,3.195508,-140.0692,-681.4978,5390
210.1121,25.58%,3.195117,-140.0735,-682.7411,5400
210.5012,25.44%,3.194731,-140.0834,-683.9843,5410
210.8903,25.31%,3.194346,-140.0694,-685.2272,5420
211.2794,25.17%,3.193949,-140.0804,-686.47,5430
211.6685,25.03%,3.193557,-140.0877,-687.7127,5440
212.0576,24.89%,3.193121,-140.0868,-688.9553,5450
212.4467,24.76%,3.192736,-140.0818,-690.1976,5460
212.8358,24.62%,3.192342,-140.0852,-691.4398,5470
213.2249,24.48%,3.191991,-140.062,-692.6819,5480
213.614,24.34%,3.191587,-140.0777,-693.9238,5490
214.0031,24.20%,3.191209,-140.0655,-695.1655,5500
214.3922,24.07%,3.190836,-140.0692,-696.4072,5510
214.7813,23.93%,3.190432,-140.0836,-697.6486,5520
215.1704,23.79%,3.190053,-140.074,-698.8899,5530
215.5595,23.65%,3.189662,-140.0735,-700.131,5540
215.9486,23.51%,3.189274,-140.0687,-701.3721,5550
216.3377,23.38%,3.188854,-140.0655,-702.6129,5560
216.7268,23.24%,3.188478,-140.0754,-703.8536,5570
217.1159,23.10%,3.188074,-140.0845,-705.0942,5580
217.505,22.96%,3.187663,-140.0666,-706.3345,5590
217.8941,22.83%,3.187269,-140.0618,-707.5748,5600
218.2832,22.69%,3.186861,-140.0637,-708.8148,5610
218.6723,22.55%,3.186451,-140.0692,-710.0547,5620
219.0613,22.41%,3.185999,-140.077,-711.2945,5630
219.4504,22.27%,3.18555,-140.0806,-712.5341,5640
219.8395,22.14%,3.18514,-140.0795,-713.7734,5650
220.2286,22.00%,3.184697,-140.0797,-715.0127,5660
220.6177,21.86%,3.184249,-140.0834,-716.2517,5670
221.0068,21.72%,3.183806,-140.0793,-717.4906,5680
221.3959,21.59%,3.183364,-140.0623,-718.7293,5690
221.785,21.45%,3.182874,-140.0806,-719.9678,5700
222.1741,21.31%,3.182381,-140.0637,-721.2062,5710
222.5632,21.17%,3.181932,-140.065,-722.4443,5720
222.9523,21.03%,3.181445,-140.0634,-723.6823,5730
223.3414,20.90%,3.18091,-140.0728,-724.9201,5740
223.7305,20.76%,3.180401,-140.074,-726.1577,5750
224.1196,20.62%,3.179892,-140.0767,-727.3951,5760
224.5087,20.48%,3.17937,-140.077,-728.6323,5770
224.8978,20.35%,3.178842,-140.0696,-729.8692,5780
225.2868,20.21%,3.178291,-140.0834,-731.106,5790
225.6759,20.07%,3.177731,-140.0802,-732.3425,5800
226.065,19.93%,3.177158,-140.0643,-733.5789,5810
226.4541,19.79%,3.176595,-140.0809,-734.8149,5820
226.8432,19.66%,3.176003,-140.0598,-736.0508,5830
227.2323,19.52%,3.175427,-140.0797,-737.2864,5840
227.6214,19.38%,3.174838,-140.0673,-738.5219,5850
228.0105,19.24%,3.174231,-140.0774,-739.7571,5860
228.3996,19.10%,3.173594,-140.0774,-740.992,5870
228.7887,18.97%,3.173012,-140.0836,-742.2267,5880
229.1778,18.83%,3.172378,-140.0829,-743.4612,5890
229.5669,18.69%,3.171793,-140.0623,-744.6954,5900
229.956,18.55%,3.17115,-140.0836,-745.9294,5910
230.3451,18.42%,3.170532,-140.0648,-747.1632,5920
230.7341,18.28%,3.169928,-140.0598,-748.3967,5930
231.1232,18.14%,3.169317,-140.076,-749.63,5940
231.5123,18.00%,3.168674,-140.0797,-750.863,5950
231.9014,17.86%,3.168082,-140.062,-752.0958,5960
232.2905,17.73%,3.167452,-140.0678,-753.3284,5970
232.6796,17.59%,3.166828,-140.0738,-754.5607,5980
233.0687,17.45%,3.16622,-140.0845,-755.7928,5990
233.4578,17.31%,3.165606,-140.0641,-757.0247,6000
233.8469,17.18%,3.165014,-140.0841,-758.2562,6010
234.236,17.04%,3.164387,-140.0859,-759.4876,6020
234.6251,16.90%,3.163786,-140.0687,-760.7187,6030
235.0142,16.76%,3.163162,-140.0737,-761.9496,6040
235.4033,16.62%,3.162484,-140.0774,-763.1802,6050
235.7924,16.49%,3.161867,-140.077,-764.4106,6060
236.1815,16.35%,3.161237,-140.0687,-765.6407,6070
236.5706,16.21%,3.160581,-140.0643,-766.8707,6080
236.9597,16.07%,3.159881,-140.065,-768.1003,6090
237.3487,15.94%,3.159219,-140.0678,-769.3297,6100
237.7378,15.80%,3.158535,-140.0696,-770.5587,6110
238.1269,15.66%,3.157797,-140.0657,-771.7875,6120
238.516,15.52%,3.157103,-140.0829,-773.0161,6130
238.9051,15.38%,3.156342,-140.0735,-774.2443,6140
239.2942,15.25%,3.155556,-140.0724,-775.4723,6150
239.6833,15.11%,3.154789,-140.0685,-776.7,6160
240.0724,14.97%,3.153987,-140.0827,-777.9273,6170
240.4615,14.83%,3.153169,-140.0724,-779.1544,6180
240.8506,14.69%,3.152336,-140.0845,-780.3811,6190
241.2397,14.56%,3.151492,-140.076,-781.6075,6200
241.6288,14.42%,3.150623,-140.0683,-782.8336,6210
242.0179,14.28%,3.149796,-140.0648,-784.0593,6220
242.407,14.14%,3.148927,-140.0767,-785.2847,6230
242.7961,14.01%,3.148116,-140.0648,-786.5097,6240
243.1852,13.87%,3.147295,-140.071,-787.7345,6250
243.5742,13.73%,3.146521,-140.0863,-788.9589,6260
243.9633,13.59%,3.14584,-140.0751,-790.1831,6270
244.3524,13.45%,3.145207,-140.0843,-791.407,6280
244.7415,13.32%,3.14466,-140.0806,-792.6307,6290
245.1306,13.18%,3.144154,-140.0831,-793.8541,6300
245.5197,13.04%,3.143676,-140.0717,-795.0775,6310
245.9088,12.90%,3.143253,-140.076,-796.3005,6320
246.2979,12.77%,3.142874,-140.0916,-797.5235,6330
246.687,12.63%,3.142534,-140.0673,-798.7463,6340
247.0761,12.49%,3.142219,-140.0792,-799.969,6350
247.4652,12.35%,3.14184,-140.0783,-801.1915,6360
247.8543,12.21%,3.141544,-140.0698,-802.4139,6370
248.2434,12.08%,3.141235,-140.0806,-803.6362,6380
248.6325,11.94%,3.140876,-140.0747,-804.8584,6390
249.0216,11.80%,3.140564,-140.0822,-806.0804,6400
249.4107,11.66%,3.140258,-140.0652,-807.3024,6410
249.7998,11.53%,3.139927,-140.0765,-808.5241,6420
250.1889,11.39%,3.139603,-140.0834,-809.7458,6430
250.5779,11.25%,3.139294,-140.0818,-810.9673,6440
250.967,11.11%,3.138941,-140.0742,-812.1888,6450
251.3561,10.97%,3.138603,-140.0703,-813.41,6460
251.7452,10.84%,3.138288,-140.0636,-814.6312,6470
252.1343,10.70%,3.137938,-140.0669,-815.8522,6480
252.5234,10.56%,3.137595,-140.0831,-817.0731,6490
252.9125,10.42%,3.137222,-140.0742,-818.2938,6500
253.3016,10.28%,3.136863,-140.0653,-819.5144,6510
253.6907,10.15%,3.136478,-140.0728,-820.7349,6520
254.0798,10.01%,3.13607,-140.0664,-821.9552,6530
254.4689,9.87%,3.135679,-140.0854,-823.1754,6540
254.858,9.73%,3.135265,-140.0724,-824.3953,6550
255.2471,9.60%,3.134823,-140.076,-825.6152,6560
255.6362,9.46%,3.134371,-140.0786,-826.8348,6570
256.0253,9.32%,3.133906,-140.0685,-828.0543,6580
256.4143,9.18%,3.133439,-140.0646,-829.2736,6590
256.8034,9.04%,3.132917,-140.0701,-830.4927,6600
257.1925,8.91%,3.132372,-140.0781,-831.7115,6610
257.5816,8.77%,3.131825,-140.0696,-832.9302,6620
257.9707,8.63%,3.13123,-140.0749,-834.1487,6630
258.3598,8.49%,3.130613,-140.077,-835.3669,6640
258.7489,8.36%,3.129928,-140.0827,-836.5849,6650
259.138,8.22%,3.129219,-140.0671,-837.8026,6660
259.5271,8.08%,3.128397,-140.0811,-839.02,6670
259.9162,7.94%,3.127535,-140.0786,-840.2371,6680
260.3053,7.80%,3.1266,-140.0809,-841.4537,6690
260.6944,7.67%,3.125556,-140.071,-842.6701,6700
261.0835,7.53%,3.124416,-140.0641,-843.886,6710
261.4726,7.39%,3.123092,-140.0847,-845.1014,6720
261.8616,7.25%,3.121641,-140.0683,-846.3163,6730
262.2507,7.12%,3.119958,-140.0678,-847.5306,6740
262.6398,6.98%,3.118061,-140.0797,-848.7443,6750
263.0289,6.84%,3.115824,-140.0806,-849.9571,6760
263.418,6.70%,3.113294,-140.0623,-851.1689,6770
263.8071,6.56%,3.110401,-140.0657,-852.3798,6780
264.1962,6.43%,3.107155,-140.0809,-853.5894,6790
264.5853,6.29%,3.10354,-140.0742,-854.7977,6800
264.9744,6.15%,3.099584,-140.0772,-856.0045,6810
265.3635,6.01%,3.095291,-140.077,-857.2098,6820
265.7526,5.87%,3.090804,-140.0815,-858.4133,6830
266.1417,5.74%,3.086072,-140.0698,-859.615,6840
266.5308,5.60%,3.08113,-140.0802,-860.8148,6850
266.9199,5.46%,3.076031,-140.0838,-862.0126,6860
267.309,5.32%,3.070815,-140.0854,-863.2086,6870
267.6981,5.19%,3.065421,-140.0726,-864.4023,6880
268.0872,5.05%,3.059839,-140.0634,-865.594,6890
268.4763,4.91%,3.05421,-140.0659,-866.7835,6900
268.8654,4.77%,3.048398,-140.0774,-867.9708,6910
269.2545,4.63%,3.042416,-140.0756,-869.1557,6920
269.6436,4.50%,3.036264,-140.0813,-870.3383,6930
270.0327,4.36%,3.029883,-140.0799,-871.5185,6940
270.4218,4.22%,3.023324,-140.082,-872.6961,6950
270.8109,4.08%,3.016575,-140.0662,-873.8712,6960
271.2,3.95%,3.009542,-140.0829,-875.0436,6970
271.5891,3.81%,3.002298,-140.0685,-876.2132,6980
271.9782,3.67%,2.99481,-140.0685,-877.3799,6990
272.3673,3.53%,2.987071,-140.0648,-878.5437,7000
272.7564,3.39%,2.979067,-140.0699,-879.7044,7010
273.1455,3.26%,2.970764,-140.0694,-880.8619,7020
273.5346,3.12%,2.96214,-140.0841,-882.0162,7030
273.9237,2.98%,2.953191,-140.0673,-883.1671,7040
274.3128,2.84%,2.943892,-140.0772,-884.3143,7050
274.7019,2.71%,2.934217,-140.0744,-885.4579,7060
275.091,2.57%,2.924107,-140.0829,-886.5977,7070
275.4801,2.43%,2.913586,-140.0809,-887.7335,7080
275.8692,2.29%,2.902571,-140.0765,-888.865,7090
276.2583,2.15%,2.891019,-140.0666,-889.9921,7100
276.6474,2.02%,2.878901,-140.0786,-891.1147,7110
277.0365,1.88%,2.866066,-140.0843,-892.2324,7120
277.4256,1.74%,2.852541,-140.0712,-893.3449,7130
277.8147,1.60%,2.838239,-140.0772,-894.4521,7140
278.2038,1.46%,2.822903,-140.0724,-895.5535,7150
278.5929,1.33%,2.80654,-140.0694,-896.6487,7160
278.982,1.19%,2.788916,-140.0786,-897.7374,7170
279.3711,1.05%,2.769818,-140.0728,-898.8188,7180
279.7602,0.91%,2.749018,-140.0714,-899.8926,7190
280.1493,0.78%,2.726191,-140.0758,-900.9578,7200
280.5384,0.64%,2.700878,-140.0781,-902.0137,7210
280.9275,0.50%,2.67243,-140.0689,-903.0592,7220
281.3165,0.36%,2.639273,-140.0834,-904.0928,7230
281.7056,0.22%,2.597934,-140.0689,-905.112,7240
282.0947,0.09%,2.543699,-140.0674,-906.1127,7250
282.34,0.00%,2.499998,-140.0809,-906.7315,7260
